country_code,category,statistic,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
GRC,Urban,Population using safely managed sanitation services (%),80.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0
GRC,Total,Population using safely managed sanitation services (%),73.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,75.0
GRD,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
GRD,Urban,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
GRD,Total,Population using at least basic sanitation services (%),92.0,92.0,92.0,92.0,91.0,91.0,91.0,90.0,90.0,90.0,89.0,89.0,89.0,88.0,88.0,88.0
GRD,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GRD,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GRD,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GTM,Rural,Population using at least basic sanitation services (%),43.0,44.0,44.0,45.0,46.0,46.0,47.0,48.0,48.0,49.0,50.0,50.0,51.0,52.0,52.0,53.0
GTM,Urban,Population using at least basic sanitation services (%),79.0,79.0,79.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,81.0,81.0
GTM,Total,Population using at least basic sanitation services (%),59.0,60.0,60.0,61.0,61.0,62.0,63.0,63.0,64.0,64.0,65.0,65.0,66.0,66.0,67.0,67.0
GTM,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GTM,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GTM,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GIN,Rural,Population using at least basic sanitation services (%),3.0,4.0,5.0,5.0,6.0,7.0,8.0,9.0,9.0,10.0,11.0,12.0,12.0,13.0,14.0,15.0
GIN,Urban,Population using at least basic sanitation services (%),22.0,23.0,24.0,25.0,25.0,26.0,27.0,28.0,29.0,29.0,30.0,31.0,32.0,33.0,33.0,34.0
GIN,Total,Population using at least basic sanitation services (%),9.0,10.0,11.0,12.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,18.0,19.0,20.0,21.0,22.0
GIN,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GIN,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GIN,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GNB,Rural,Population using at least basic sanitation services (%),4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0
GNB,Urban,Population using at least basic sanitation services (%),26.0,26.0,27.0,28.0,28.0,29.0,29.0,30.0,31.0,31.0,32.0,32.0,33.0,34.0,34.0,35.0
GNB,Total,Population using at least basic sanitation services (%),12.0,13.0,13.0,14.0,14.0,15.0,16.0,16.0,17.0,18.0,18.0,19.0,20.0,20.0,21.0,21.0
GNB,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GNB,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GNB,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GUY,Rural,Population using at least basic sanitation services (%),75.0,76.0,77.0,77.0,78.0,79.0,79.0,80.0,80.0,81.0,82.0,82.0,83.0,84.0,84.0,85.0
GUY,Urban,Population using at least basic sanitation services (%),86.0,86.0,86.0,87.0,87.0,87.0,87.0,87.0,88.0,88.0,88.0,88.0,89.0,89.0,89.0,89.0
GUY,Total,Population using at least basic sanitation services (%),78.0,79.0,79.0,80.0,80.0,81.0,81.0,82.0,82.0,83.0,84.0,84.0,85.0,85.0,86.0,86.0
GUY,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GUY,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GUY,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
HTI,Rural,Population using at least basic sanitation services (%),10.0,11.0,12.0,13.0,14.0,14.0,15.0,16.0,17.0,18.0,18.0,19.0,20.0,21.0,22.0,22.0
HTI,Urban,Population using at least basic sanitation services (%),29.0,29.0,30.0,30.0,31.0,31.0,32.0,33.0,33.0,34.0,34.0,35.0,36.0,36.0,37.0,37.0
HTI,Total,Population using at least basic sanitation services (%),17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,29.0,30.0,31.0
HTI,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
HTI,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
HTI,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
HND,Rural,Population using at least basic sanitation services (%),50.0,51.0,53.0,55.0,57.0,58.0,60.0,62.0,63.0,65.0,67.0,68.0,70.0,72.0,73.0,75.0
HND,Urban,Population using at least basic sanitation services (%),77.0,77.0,77.0,78.0,78.0,79.0,79.0,80.0,80.0,81.0,81.0,82.0,82.0,83.0,83.0,84.0
HND,Total,Population using at least basic sanitation services (%),62.0,63.0,64.0,66.0,67.0,68.0,69.0,71.0,72.0,73.0,74.0,75.0,76.0,78.0,79.0,80.0
HND,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
HND,Urban,Population using safely managed sanitation services (%),15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
HND,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
HUN,Rural,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
HUN,Urban,Population using at least basic sanitation services (%),98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
HUN,Total,Population using at least basic sanitation services (%),98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
HUN,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
HUN,Urban,Population using safely managed sanitation services (%),53.0,53.0,53.0,53.0,56.0,60.0,63.0,66.0,69.0,72.0,75.0,78.0,81.0,83.0,83.0,83.0
HUN,Total,Population using safely managed sanitation services (%),52.0,52.0,52.0,52.0,55.0,57.0,59.0,62.0,64.0,67.0,69.0,72.0,74.0,75.0,76.0,76.0
ISL,Rural,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ISL,Urban,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
ISL,Total,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
ISL,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ISL,Urban,Population using safely managed sanitation services (%),70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
ISL,Total,Population using safely managed sanitation services (%),69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0
IND,Rural,Population using at least basic sanitation services (%),11.0,12.0,14.0,15.0,17.0,18.0,20.0,21.0,23.0,24.0,26.0,28.0,29.0,31.0,32.0,34.0
IND,Urban,Population using at least basic sanitation services (%),51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,62.0,63.0,64.0,65.0
IND,Total,Population using at least basic sanitation services (%),22.0,23.0,25.0,26.0,28.0,29.0,31.0,32.0,34.0,35.0,37.0,38.0,40.0,41.0,43.0,44.0
IND,Rural,Population using safely managed sanitation services (%),9.0,11.0,12.0,14.0,15.0,16.0,18.0,19.0,21.0,22.0,23.0,25.0,26.0,28.0,29.0,31.0
IND,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
IND,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
IDN,Rural,Population using at least basic sanitation services (%),28.0,30.0,32.0,34.0,36.0,38.0,40.0,42.0,44.0,46.0,47.0,49.0,51.0,53.0,55.0,57.0
IDN,Urban,Population using at least basic sanitation services (%),66.0,67.0,68.0,69.0,69.0,70.0,71.0,71.0,72.0,73.0,74.0,74.0,75.0,76.0,77.0,77.0
IDN,Total,Population using at least basic sanitation services (%),44.0,46.0,48.0,49.0,51.0,53.0,54.0,56.0,57.0,59.0,60.0,62.0,64.0,65.0,66.0,68.0
IDN,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
IDN,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
IDN,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
IRN,Rural,Population using at least basic sanitation services (%),79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0
IRN,Urban,Population using at least basic sanitation services (%),92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
IRN,Total,Population using at least basic sanitation services (%),87.0,87.0,87.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
IRN,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
IRN,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
IRN,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
IRQ,Rural,Population using at least basic sanitation services (%),55.0,57.0,59.0,62.0,64.0,67.0,69.0,71.0,74.0,76.0,79.0,81.0,83.0,86.0,86.0,86.0
IRQ,Urban,Population using at least basic sanitation services (%),85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,86.0,86.0,86.0,86.0
IRQ,Total,Population using at least basic sanitation services (%),75.0,76.0,77.0,78.0,78.0,79.0,80.0,81.0,82.0,82.0,83.0,84.0,85.0,86.0,86.0,86.0
IRQ,Rural,Population using safely managed sanitation services (%),11.0,13.0,14.0,15.0,16.0,17.0,18.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,26.0,26.0
IRQ,Urban,Population using safely managed sanitation services (%),25.0,25.0,25.0,26.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,35.0,35.0
IRQ,Total,Population using safely managed sanitation services (%),21.0,21.0,22.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,32.0,32.0
IRL,Rural,Population using at least basic sanitation services (%),91.0,91.0,91.0,92.0,92.0,92.0,92.0,93.0,93.0,93.0,94.0,94.0,94.0,94.0,95.0,95.0
IRL,Urban,Population using at least basic sanitation services (%),87.0,87.0,87.0,88.0,88.0,88.0,88.0,89.0,89.0,89.0,89.0,90.0,90.0,90.0,90.0,91.0
IRL,Total,Population using at least basic sanitation services (%),89.0,89.0,89.0,89.0,90.0,90.0,90.0,90.0,90.0,91.0,91.0,91.0,91.0,92.0,92.0,92.0
IRL,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
IRL,Urban,Population using safely managed sanitation services (%),44.0,47.0,50.0,53.0,56.0,59.0,62.0,66.0,69.0,72.0,75.0,78.0,81.0,84.0,87.0,88.0
IRL,Total,Population using safely managed sanitation services (%),36.0,38.0,40.0,43.0,45.0,47.0,50.0,52.0,55.0,57.0,60.0,62.0,65.0,67.0,70.0,70.0
ISR,Rural,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ISR,Urban,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ISR,Total,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ISR,Rural,Population using safely managed sanitation services (%),78.0,79.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,91.0
ISR,Urban,Population using safely managed sanitation services (%),79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,92.0,93.0
ISR,Total,Population using safely managed sanitation services (%),79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,88.0,89.0,90.0,91.0,92.0,93.0
ITA,Rural,Population using at least basic sanitation services (%),,,,,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
ITA,Urban,Population using at least basic sanitation services (%),,,,,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
ITA,Total,Population using at least basic sanitation services (%),,,,,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
ITA,Rural,Population using safely managed sanitation services (%),,,,,,,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0
ITA,Urban,Population using safely managed sanitation services (%),,,,,,,97.0,97.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
ITA,Total,Population using safely managed sanitation services (%),,,,,,,96.0,96.0,96.0,96.0,96.0,96.0,95.0,95.0,95.0,95.0
JAM,Rural,Population using at least basic sanitation services (%),84.0,84.0,84.0,85.0,85.0,85.0,85.0,86.0,86.0,86.0,86.0,87.0,87.0,87.0,87.0,87.0
JAM,Urban,Population using at least basic sanitation services (%),84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
JAM,Total,Population using at least basic sanitation services (%),84.0,84.0,84.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
JAM,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
JAM,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
JAM,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
JPN,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
JPN,Urban,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
JPN,Total,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
JPN,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
JPN,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
JPN,Total,Population using safely managed sanitation services (%),98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0
JOR,Rural,Population using at least basic sanitation services (%),98.0,98.0,98.0,98.0,98.0,97.0,97.0,97.0,97.0,97.0,97.0,96.0,96.0,96.0,96.0,96.0
JOR,Urban,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,97.0,97.0,97.0,97.0,97.0
JOR,Total,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,97.0,97.0,97.0,97.0,97.0,97.0
JOR,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
JOR,Urban,Population using safely managed sanitation services (%),83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,82.0,82.0
JOR,Total,Population using safely managed sanitation services (%),77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0
KAZ,Rural,Population using at least basic sanitation services (%),97.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0
KAZ,Urban,Population using at least basic sanitation services (%),97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
KAZ,Total,Population using at least basic sanitation services (%),97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0
KAZ,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
KAZ,Urban,Population using safely managed sanitation services (%),69.0,69.0,69.0,69.0,69.0,69.0,69.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,67.0,67.0
KAZ,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
KEN,Rural,Population using at least basic sanitation services (%),30.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0
KEN,Urban,Population using at least basic sanitation services (%),34.0,34.0,34.0,34.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
KEN,Total,Population using at least basic sanitation services (%),31.0,31.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
KEN,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
KEN,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
KEN,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
KIR,Rural,Population using at least basic sanitation services (%),21.0,22.0,23.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,32.0,32.0,32.0
KIR,Urban,Population using at least basic sanitation services (%),43.0,44.0,44.0,45.0,45.0,46.0,46.0,47.0,47.0,48.0,48.0,49.0,49.0,49.0,49.0,49.0
KIR,Total,Population using at least basic sanitation services (%),30.0,31.0,32.0,33.0,33.0,34.0,35.0,36.0,37.0,37.0,38.0,39.0,40.0,40.0,40.0,40.0
KIR,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
KIR,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
KIR,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
KWT,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
KWT,Urban,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
KWT,Total,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KWT,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
KWT,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
KWT,Total,Population using safely managed sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KGZ,Rural,Population using at least basic sanitation services (%),92.0,92.0,92.0,93.0,93.0,94.0,94.0,95.0,95.0,96.0,96.0,97.0,97.0,98.0,98.0,99.0
KGZ,Urban,Population using at least basic sanitation services (%),92.0,92.0,92.0,92.0,92.0,92.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0
KGZ,Total,Population using at least basic sanitation services (%),92.0,92.0,92.0,93.0,93.0,93.0,94.0,94.0,94.0,95.0,95.0,95.0,96.0,96.0,96.0,97.0
KGZ,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
KGZ,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
KGZ,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LAO,Rural,Population using at least basic sanitation services (%),17.0,20.0,23.0,25.0,28.0,31.0,34.0,37.0,40.0,43.0,45.0,48.0,51.0,54.0,57.0,60.0
LAO,Urban,Population using at least basic sanitation services (%),67.0,69.0,71.0,72.0,74.0,76.0,78.0,79.0,81.0,83.0,84.0,86.0,88.0,90.0,91.0,93.0
LAO,Total,Population using at least basic sanitation services (%),28.0,31.0,34.0,37.0,40.0,43.0,46.0,49.0,52.0,55.0,58.0,61.0,64.0,67.0,70.0,73.0
LAO,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LAO,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LAO,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LVA,Rural,Population using at least basic sanitation services (%),72.0,72.0,73.0,74.0,75.0,76.0,77.0,77.0,78.0,79.0,80.0,81.0,81.0,82.0,83.0,84.0
LVA,Urban,Population using at least basic sanitation services (%),93.0,93.0,93.0,94.0,94.0,94.0,95.0,95.0,95.0,95.0,96.0,96.0,96.0,97.0,97.0,97.0
LVA,Total,Population using at least basic sanitation services (%),87.0,86.0,87.0,87.0,88.0,88.0,89.0,89.0,90.0,90.0,91.0,91.0,91.0,92.0,92.0,93.0
LVA,Rural,Population using safely managed sanitation services (%),57.0,57.0,58.0,58.0,59.0,59.0,60.0,60.0,61.0,62.0,62.0,63.0,64.0,64.0,65.0,66.0
LVA,Urban,Population using safely managed sanitation services (%),78.0,78.0,79.0,79.0,79.0,79.0,80.0,80.0,81.0,81.0,82.0,82.0,83.0,83.0,84.0,85.0
LVA,Total,Population using safely managed sanitation services (%),72.0,72.0,72.0,72.0,72.0,73.0,73.0,74.0,74.0,75.0,75.0,76.0,77.0,77.0,78.0,78.0
LBN,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
LBN,Urban,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
LBN,Total,Population using at least basic sanitation services (%),75.0,75.0,75.0,77.0,78.0,80.0,81.0,83.0,84.0,86.0,88.0,89.0,91.0,92.0,94.0,95.0
LBN,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LBN,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LBN,Total,Population using safely managed sanitation services (%),16.0,16.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,20.0,20.0
LSO,Rural,Population using at least basic sanitation services (%),4.0,7.0,10.0,12.0,15.0,17.0,20.0,22.0,25.0,28.0,30.0,33.0,35.0,38.0,40.0,43.0
LSO,Urban,Population using at least basic sanitation services (%),19.0,20.0,22.0,24.0,26.0,28.0,29.0,31.0,33.0,35.0,37.0,38.0,40.0,42.0,44.0,46.0
LSO,Total,Population using at least basic sanitation services (%),7.0,10.0,12.0,15.0,17.0,20.0,22.0,25.0,27.0,29.0,32.0,34.0,37.0,39.0,41.0,44.0
LSO,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LSO,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LSO,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LBR,Rural,Population using at least basic sanitation services (%),4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
LBR,Urban,Population using at least basic sanitation services (%),25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0
LBR,Total,Population using at least basic sanitation services (%),13.0,13.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,17.0,17.0
LBR,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LBR,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LBR,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LBY,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
LBY,Urban,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
LBY,Total,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
LBY,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LBY,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LBY,Total,Population using safely managed sanitation services (%),29.0,29.0,29.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0,26.0,26.0
LTU,Rural,Population using at least basic sanitation services (%),68.0,70.0,71.0,72.0,73.0,74.0,75.0,77.0,78.0,79.0,80.0,81.0,83.0,84.0,85.0,86.0
LTU,Urban,Population using at least basic sanitation services (%),93.0,93.0,94.0,94.0,94.0,94.0,95.0,95.0,95.0,96.0,96.0,96.0,97.0,97.0,97.0,97.0
LTU,Total,Population using at least basic sanitation services (%),85.0,85.0,86.0,87.0,87.0,88.0,88.0,89.0,90.0,90.0,91.0,91.0,92.0,92.0,93.0,94.0
LTU,Rural,Population using safely managed sanitation services (%),42.0,43.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,55.0
LTU,Urban,Population using safely managed sanitation services (%),60.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0
LTU,Total,Population using safely managed sanitation services (%),54.0,55.0,55.0,56.0,56.0,57.0,57.0,58.0,58.0,59.0,59.0,60.0,60.0,61.0,61.0,61.0
LUX,Rural,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
LUX,Urban,Population using at least basic sanitation services (%),98.0,98.0,98.0,98.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
LUX,Total,Population using at least basic sanitation services (%),98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
LUX,Rural,Population using safely managed sanitation services (%),87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
LUX,Urban,Population using safely managed sanitation services (%),94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0
LUX,Total,Population using safely managed sanitation services (%),93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0
MDG,Rural,Population using at least basic sanitation services (%),3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
MDG,Urban,Population using at least basic sanitation services (%),10.0,10.0,11.0,11.0,12.0,12.0,12.0,13.0,13.0,14.0,14.0,15.0,15.0,15.0,16.0,16.0
MDG,Total,Population using at least basic sanitation services (%),5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0
MDG,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MDG,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MDG,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MWI,Rural,Population using at least basic sanitation services (%),33.0,33.0,34.0,35.0,35.0,36.0,37.0,37.0,38.0,39.0,39.0,40.0,41.0,41.0,42.0,43.0
MWI,Urban,Population using at least basic sanitation services (%),46.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,48.0,48.0,48.0,48.0,48.0,49.0
MWI,Total,Population using at least basic sanitation services (%),34.0,35.0,36.0,36.0,37.0,38.0,38.0,39.0,39.0,40.0,41.0,41.0,42.0,42.0,43.0,44.0
MWI,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MWI,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
