country_code,statistic,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
GHA,Neonates protected at birth against neonatal tetanus (PAB) (%),3,11,11,11,21,34,48,46,42,40,60,63,65,66,67,68,68,69,69,69,69,70,70,74,77,83,85,86,86,86,86,88,88,88,88,88,88,89
GHA,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,89,99,88,93,99
GHA,Polio (Pol3) immunization coverage among 1-year-olds (%),7,25,25,23,19,18,29,40,45,50,57,60,62,67,71,71,72,72,78,78,88,81,80,80,81,85,84,94,92,94,94,91,91,91,94,88,95,94
GHA,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,87,98,88,94,97
GRC,BCG immunization coverage among 1-year-olds (%),95,95,76,56,60,65,69,73,77,82,86,90,76,65,50,,,,,,,,,,,,,,,,,,,,,,,
GRC,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,77,77,77,77,77,83,83,83,83,83,83
GRC,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,96,96,96,96
GRC,Polio (Pol3) immunization coverage among 1-year-olds (%),90,95,96,97,98,96,97,97,98,96,96,77,95,95,95,95,95,95,91,87,89,90,92,93,95,96,98,99,99,99,99,99,99,99,99,99,99,99
GRC,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,20
GRD,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,74,68,61,81,87,86,86,78,86,85,75,85,92,89,85,79
GRD,Polio (Pol3) immunization coverage among 1-year-olds (%),32,41,61,72,75,77,92,81,64,86,69,82,90,91,95,77,80,95,95,87,97,96,98,98,84,99,91,96,99,99,94,95,98,98,81,99,98,91
GTM,BCG immunization coverage among 1-year-olds (%),36,29,28,24,33,30,32,34,41,21,62,43,57,69,78,79,76,88,98,93,95,93,96,97,98,96,96,88,99,93,99,91,94,88,91,89,87,81
GTM,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,81
GTM,Neonates protected at birth against neonatal tetanus (PAB) (%),1,1,1,4,6,9,13,16,22,28,44,47,50,51,53,55,57,58,59,66,67,68,68,69,70,70,70,71,71,71,85,85,85,85,85,90,90,90
GTM,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,51,82,81,84
GTM,Polio (Pol3) immunization coverage among 1-year-olds (%),43,42,45,44,48,42,36,18,58,58,74,69,70,77,73,80,73,73,77,75,80,78,82,84,88,87,90,85,96,92,94,88,94,84,65,90,82,81
GTM,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,71,81,81,54,79,82,80
GIN,BCG immunization coverage among 1-year-olds (%),,4,7,10,14,18,23,27,31,31,50,60,65,70,75,78,77,76,76,82,81,81,80,80,79,80,81,84,87,91,93,82,77,71,66,72,72,72
GIN,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,,5,11,17,24,27,36,47,50,52,68,70,72,74,75,79,80,80,85,86,90,95,95,96,96,90,80,80,80,80,80,80,80
GIN,Polio (Pol3) immunization coverage among 1-year-olds (%),,,15,15,15,16,16,16,16,16,18,37,52,53,53,54,48,46,59,43,47,52,56,61,65,59,53,46,59,60,62,63,56,49,42,45,45,45
GNB,BCG immunization coverage among 1-year-olds (%),,,,,42,56,69,82,89,95,90,94,99,96,95,92,68,82,78,74,77,79,82,84,87,89,90,92,93,94,93,92,94,94,94,94,94,94
GNB,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,5,10,18,25,26,36,40,46,48,54,66,68,47,63,49,41,49,60,62,62,64,65,69,92,94,94,78,80,80,80,80,80,80,83
GNB,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,80,87
GNB,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,3,4,18,47,55,70,54,60,63,66,63,69,45,54,60,54,48,52,56,61,65,69,73,74,76,77,78,82,85,87,87,87,87,87,87
GNB,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,87
GUY,BCG immunization coverage among 1-year-olds (%),68,73,78,76,49,98,76,69,64,76,85,89,88,94,94,93,88,94,92,91,93,95,91,95,94,96,96,97,96,98,98,97,98,98,99,99,95,97
GUY,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,88,80,71,63,72,74,90,84,84,82,84,90,95,91,95,94,93
GUY,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,,,42,48,53,56,60,63,66,68,71,73,76,78,80,82,83,83,84,85,91,92,91,90,90,97,97,97,99,99,99,99,99
GUY,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,90,96,97,94,92,97
GUY,Polio (Pol3) immunization coverage among 1-year-olds (%),42,37,73,62,41,77,67,77,69,79,79,81,87,92,90,87,83,88,90,83,79,90,93,91,91,93,92,94,93,97,95,93,97,98,97,92,94,94
GUY,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,77,91,94,95,96,96,97
HTI,BCG immunization coverage among 1-year-olds (%),,60,58,62,71,71,76,72,66,69,72,72,73,73,73,74,72,72,72,71,72,72,73,74,74,75,75,78,78,80,82,83,83,83,76,81,72,76
HTI,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,25
HTI,Neonates protected at birth against neonatal tetanus (PAB) (%),14,19,25,28,32,36,39,43,38,39,39,40,40,40,41,41,41,41,41,41,41,42,42,42,48,37,31,43,50,70,70,70,76,76,81,81,81,81
HTI,Polio (Pol3) immunization coverage among 1-year-olds (%),8,3,7,6,13,19,24,28,48,50,40,35,37,39,41,42,42,42,45,48,50,52,54,56,58,60,61,62,64,65,66,67,67,67,55,56,45,39
HTI,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,43,48,56
HND,BCG immunization coverage among 1-year-olds (%),25,41,50,55,41,65,72,66,64,80,70,99,92,95,99,97,99,99,96,93,99,99,94,91,98,98,97,99,99,99,99,99,99,99,99,99,99,99
HND,Neonates protected at birth against neonatal tetanus (PAB) (%),7,12,17,18,16,27,39,52,54,54,60,76,64,68,73,77,81,84,87,90,93,94,94,94,94,90,94,94,94,94,94,94,94,94,94,94,94,99
HND,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,97,97,97,97,97,97
HND,Polio (Pol3) immunization coverage among 1-year-olds (%),31,37,47,51,73,58,63,61,70,86,87,93,94,95,95,94,94,93,97,95,88,99,95,92,94,98,94,94,93,97,97,97,97,97,97,97,97,97
HND,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,97,97,97,97,97,97,97,97
HUN,BCG immunization coverage among 1-year-olds (%),99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
HUN,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
HUN,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,90,92,93,91,98,99
HUN,Polio (Pol3) immunization coverage among 1-year-olds (%),98,98,99,98,98,99,99,99,99,99,99,98,99,99,99,99,99,99,99,99,99,99,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
ISL,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,92,89,90,93,95,94,93,92,90,97,94,93,94,95,95
ISL,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,88,90,91,90,88
ISL,Polio (Pol3) immunization coverage among 1-year-olds (%),99,99,98,97,99,99,99,99,99,99,99,99,94,99,99,99,99,99,99,98,98,92,95,97,99,95,97,97,98,96,96,95,89,91,90,92,91,89
IND,BCG immunization coverage among 1-year-olds (%),,4,4,6,7,8,9,23,23,28,66,62,65,69,71,81,79,72,73,74,74,75,75,77,80,86,86,87,86,88,89,90,90,91,89,87,89,91
IND,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,36,51,60,69,76,77
IND,Neonates protected at birth against neonatal tetanus (PAB) (%),20,26,35,38,43,49,55,65,72,70,81,82,83,84,84,83,82,84,84,85,85,83,87,86,86,86,86,86,86,86,87,87,87,87,87,87,87,90
IND,Polio (Pol3) immunization coverage among 1-year-olds (%),2,2,8,10,12,14,16,27,37,55,66,58,56,61,67,71,67,63,60,57,57,58,58,57,58,65,66,67,69,73,76,79,79,82,84,86,86,88
IND,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13
IDN,BCG immunization coverage among 1-year-olds (%),61,55,60,58,56,65,66,68,70,72,74,75,76,78,77,77,87,85,84,83,81,80,82,83,85,86,88,83,80,78,88,98,88,86,82,80,81,82
IDN,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,21,29,23,50,73,66,67,74,76,78,76,28,31,55,63
IDN,Neonates protected at birth against neonatal tetanus (PAB) (%),6,10,16,21,23,29,32,34,37,47,64,65,68,69,74,74,76,79,80,81,82,82,82,82,82,83,83,83,79,85,85,85,85,85,85,85,85,85
IDN,Polio (Pol3) immunization coverage among 1-year-olds (%),,1,1,4,6,13,46,49,53,56,60,62,65,67,69,71,83,79,87,86,72,77,80,80,79,79,78,77,83,85,82,81,84,86,80,80,80,80
IRN,BCG immunization coverage among 1-year-olds (%),7,6,10,10,10,79,56,56,88,85,95,91,99,99,99,96,96,91,99,99,99,91,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
IRN,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,99,94,96,96,99,92,98,97,96,99,99,99,97,97,98,98,98,98
IRN,Neonates protected at birth against neonatal tetanus (PAB) (%),1,2,4,5,14,26,35,40,56,61,71,80,64,84,69,66,68,81,82,82,82,82,82,82,82,83,83,83,83,83,95,95,95,95,95,95,95,95
IRN,Polio (Pol3) immunization coverage among 1-year-olds (%),38,47,74,34,34,63,58,58,88,82,90,88,97,99,95,97,99,99,99,99,99,95,99,99,98,95,99,98,99,99,99,99,99,98,99,98,99,99
IRQ,BCG immunization coverage among 1-year-olds (%),76,80,83,87,91,94,98,99,98,96,96,96,96,96,97,97,96,95,94,93,93,93,94,94,94,92,89,92,87,92,90,92,95,97,95,84,94,99
IRQ,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,52,48,45,41,58,52,64,76,87,77,77,68,57,60,62,64,74
IRQ,Neonates protected at birth against neonatal tetanus (PAB) (%),4,5,4,4,16,31,47,59,53,46,70,62,69,68,82,81,79,75,70,73,75,86,87,88,88,71,70,69,69,69,80,85,85,72,72,72,75,75
IRQ,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
IRQ,Polio (Pol3) immunization coverage among 1-year-olds (%),16,16,16,16,63,86,91,95,91,87,83,79,74,70,72,73,77,80,79,87,83,80,76,73,69,69,63,74,71,78,74,80,70,70,67,63,68,77
IRQ,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,52,29,34,49,63
IRL,BCG immunization coverage among 1-year-olds (%),,,,75,75,80,81,81,82,83,84,84,85,86,86,87,88,89,89,89,89,89,90,90,30,31,31,33,34,30,30,41,42,76,74,77,18,
IRL,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,90,91,91,92,92,91,91
IRL,Polio (Pol3) immunization coverage among 1-year-olds (%),72,76,79,76,74,90,84,78,72,81,81,80,80,79,78,77,77,76,84,86,86,84,83,86,89,90,91,92,93,94,94,95,95,96,96,95,95,95
ISR,BCG immunization coverage among 1-year-olds (%),75,70,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,97,97,97,97,96,96,90,91,92,93,87,89,95,96,97,97,96
ISR,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,93,94,94,94,93,94
ISR,Polio (Pol3) immunization coverage among 1-year-olds (%),85,93,93,88,87,86,93,93,94,93,93,94,96,97,97,96,95,95,92,92,93,93,91,93,95,95,94,95,94,96,95,94,94,96,95,95,94,98
ISR,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,80,81,80,81,81
ITA,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,83,83,85,86
ITA,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,66,71,76,82,87,87,89,90,91
ITA,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,90,90,92,95,81,85,75,98,98,97,97,98,98,97,98,96,97,97,96,96,97,97,97,97,97,96,96,96,96,96,96,95,93,94,94
ITA,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
JAM,BCG immunization coverage among 1-year-olds (%),38,32,27,56,50,51,73,92,96,99,98,94,85,99,99,98,98,97,85,89,94,96,90,88,90,95,90,87,92,94,95,95,95,93,90,99,96,93
JAM,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,96,96,95,95,91,88,84,80,78,56,60,76,71,72,83,85,95
JAM,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,,,,,,,,,,,,,,,,51,72,71,52,59,51,53,54,58,62,80,80,80,80,80,80,80,90
JAM,Polio (Pol3) immunization coverage among 1-year-olds (%),34,37,72,47,57,58,74,82,83,84,87,86,74,80,93,91,92,90,88,90,95,99,99,99,97,99,99,94,91,90,94,93,96,86,93,91,99,93
JPN,BCG immunization coverage among 1-year-olds (%),,85,96,91,85,85,85,85,85,85,85,94,93,91,,,,,,,,,,,,,,94,90,94,99,94,95,93,93,84,98,93
JPN,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,92,97,92,92,93,94,93,93,95
JPN,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,98,98,96,99,99
JPN,Polio (Pol3) immunization coverage among 1-year-olds (%),,,95,95,95,95,95,95,94,93,90,94,94,91,94,97,99,97,97,98,98,81,89,97,97,95,95,97,98,99,98,96,99,99,99,99,99,97
JOR,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,29,67,58,89,95,90,95,95,95,95,96,98,95,98,99,99
JOR,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,83,87,90,91,98,92,88,97,90,90,95,95,96,98,98,96,99,99
JOR,Neonates protected at birth against neonatal tetanus (PAB) (%),,2,7,10,13,52,40,52,64,47,49,51,53,53,48,47,58,52,46,41,44,41,54,46,53,67,86,87,87,87,87,90,90,90,90,90,90,90
JOR,Polio (Pol3) immunization coverage among 1-year-olds (%),32,81,75,77,81,84,88,89,92,94,92,92,92,91,94,95,96,99,99,85,94,97,95,97,95,95,98,98,98,98,98,98,98,98,98,99,98,99
JOR,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,97,96
KAZ,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,90,93,86,90,93,99,99,99,98,95,99,99,65,69,99,99,97,96,96,96,95,95,95,95,95,95
KAZ,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,98,95,98,99,99,96,99,99,99,99,99,99,97,99,99,98,99,99
KAZ,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,52,58,74,97,98
KAZ,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,87,69,69,94,98,99,99,99,96,95,95,99,99,99,99,94,99,99,98,99,98,98,95,98,82,99
KEN,BCG immunization coverage among 1-year-olds (%),,,,,76,82,80,86,90,90,92,94,96,96,97,97,96,96,99,88,91,94,91,87,87,85,92,92,98,99,99,99,97,92,94,87,99,89
KEN,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,32,35
KEN,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,36,52,66,51,59,60,57,61,64,62,61,47,61,74,68,68,69,72,73,73,73,74,74,78,78,78,73,73,73,76,80,80,88
KEN,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,82,75,81,75,78,71
KEN,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,57,70,72,77,82,83,84,86,87,89,92,94,87,81,81,81,80,77,83,75,73,70,77,76,88,89,90,97,94,94,93,83,88,81
KEN,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,66,74,67
KIR,BCG immunization coverage among 1-year-olds (%),66,68,91,72,54,62,65,68,98,99,93,94,79,87,60,47,99,99,97,70,80,85,88,91,94,93,91,90,83,76,87,86,95,86,72,79,79,89
KIR,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,21,61,9,84,80,76,79,79
KIR,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,,,,,,,,,,,,,,,,,,,76,38,45,55,43,42,79,80,83,85,90,90,90,90,90
KIR,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,57,74,79,91
KIR,Polio (Pol3) immunization coverage among 1-year-olds (%),10,20,40,25,23,15,10,5,62,86,97,76,90,99,81,58,82,93,83,76,90,88,96,79,61,74,86,93,74,84,95,95,92,91,79,80,82,90
KIR,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,79,91
KWT,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,84,94,99,99,98,99,97,99,99,99,96,99
KWT,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,77,96,90,86,94,99,99,99,99,86,96,99,99
KWT,Neonates protected at birth against neonatal tetanus (PAB) (%),6,28,28,29,28,13,9,18,30,29,51,55,58,53,43,37,36,32,24,73,77,78,79,80,81,81,82,83,84,84,95,95,95,95,95,95,95,99
KWT,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,99,98,99,99,99,94,99,99,99
KWT,Polio (Pol3) immunization coverage among 1-year-olds (%),70,79,84,90,89,91,91,93,94,94,71,80,89,97,99,99,99,99,94,94,94,99,99,99,98,99,99,99,99,99,98,99,98,99,94,99,99,99
KWT,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
KGZ,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,97,95,97,96,99,97,94,99,96,99,99,99,98,96,99,98,99,98,98,98,98,98,97,97,97,97
KGZ,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,96,98,98,98,98,98,97,95,97,98,98,98,98,97,97,96,98,96
KGZ,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88
KGZ,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,91,69,84,96,94,99,97,99,99,99,99,98,98,98,93,94,95,96,88,94,94,97,95,97,97,93
LAO,BCG immunization coverage among 1-year-olds (%),,4,6,7,7,8,10,15,27,29,26,34,34,42,69,62,61,58,56,63,69,60,65,65,60,65,61,56,68,67,72,77,81,82,82,83,78,81
LAO,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,2,4,7,7,6,12,16,22,30,40,44,43,45,46,48,58,52,53,54,51,50,52,47,47,47,80,80,80,90,90,90,90,90
LAO,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,77,78,83
LAO,Polio (Pol3) immunization coverage among 1-year-olds (%),,7,7,7,5,4,6,10,17,22,26,22,27,26,58,64,68,69,67,64,57,55,55,52,46,50,56,46,60,67,76,79,78,86,88,89,83,85
LVA,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,93,91,99,99,99,99,99,99,99,99,99,97,98,97,95,95,95,96,92,93,94,94,92,94,96,96
LVA,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,90,95,96,97,98,99,99,98,94,92,93,92,92,92,89,92,89,89
LVA,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,55,83,83,82,82,87
LVA,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,95,83,98,98,93,92,94,95,96,97,98,98,99,99,96,94,94,94,92,92,91,94,92,95,98,98
LVA,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,83,78
LBN,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,56,42,28,14,24,34,45,55,65,75,74,72,71,69,68,68,68,68
LBN,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
LBN,Polio (Pol3) immunization coverage among 1-year-olds (%),,4,9,6,4,17,30,46,62,78,82,86,88,91,93,93,94,92,89,86,83,80,77,74,74,74,75,75,75,77,79,81,83,85,80,80,80,80
LSO,BCG immunization coverage among 1-year-olds (%),81,81,84,87,89,91,88,84,86,87,89,90,92,93,95,96,95,94,93,92,88,83,90,96,96,96,95,95,95,92,90,87,93,98,98,98,98,98
LSO,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,46,50,47,56,68,80,80,80,81,81,82,82,82,82,82,82,82
LSO,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,,,,,,,5,8,20,40,61,84,85,82,77,73,74,76,77,78,79,80,82,83,83,83,83,83,83,83,83,83,85
LSO,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,93,93
LSO,Polio (Pol3) immunization coverage among 1-year-olds (%),56,54,59,64,72,80,79,78,79,81,82,83,84,86,87,88,87,86,86,86,82,78,84,90,89,88,88,87,86,89,92,95,93,90,90,90,90,90
LBR,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,82,78,73,69,64,60,76,77,77,85,87,73,85,85,87,73,74,97,87
LBR,Neonates protected at birth against neonatal tetanus (PAB) (%),,54,48,41,25,18,22,20,24,28,33,38,43,47,52,55,57,60,56,44,51,59,64,56,59,60,73,90,91,91,91,91,91,91,89,89,89,89
LBR,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,56,79,86
LBR,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,58,56,54,51,49,47,66,66,67,79,84,71,77,80,75,49,52,79,86
LBR,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,87
LBY,BCG immunization coverage among 1-year-olds (%),88,78,89,84,85,87,92,95,92,90,90,95,99,99,99,99,97,97,97,97,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
LBY,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,81,86,90,95,95,96,97,97,97,97,97,97,95,92,97,96,94
LBY,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,71,96,94
LBY,Polio (Pol3) immunization coverage among 1-year-olds (%),60,67,72,79,81,81,82,82,84,87,84,87,90,96,95,95,96,96,95,94,94,94,93,95,97,98,98,98,98,98,98,98,98,96,94,97,97,96
LBY,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,93,97,96
LTU,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,94,98,96,97,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,98,98,97,98,97
