country_code,statistic,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
NRU,Mobile cellular subscriptions (per 100 people),11.95576367,14.9224035,,,,,,,,,61.84538653,65.63479624,64.89788128,,,83.48134991,87.24773068,
NRU,Individuals using the Internet (% of population),,2.987155233,,,,,,,,,,54.0,,,,,,
NRU,Fixed broadband subscriptions (per 100 people),,,,,,,,,,,9.476309227,,,,,,,
NPL,Mobile cellular subscriptions (per 100 people),0.043073325999999995,0.071542751,0.08906902,0.328116055,0.461400799,0.886557939,4.460579929,12.46963219,15.86350796,20.93361669,34.02847715,48.86890315,60.06751194,76.33393734,81.28074044,96.02102255,110.8255142,123.17487959999998
NPL,Individuals using the Internet (% of population),0.20465168399999997,0.240015303,0.31295606,0.38281091700000003,0.449843651,0.826551266,1.141389164,1.41,1.73,1.97,7.93,9.0,11.1493,13.3,15.44,17.58161801,19.68876384,
NPL,Fixed broadband subscriptions (per 100 people),,,,,,,0.003712325,0.041796925,0.045324308,0.063864232,0.222686952,0.346380835,0.834063745,1.11293032,0.88479281,1.056330336,0.77350782,
NLD,Mobile cellular subscriptions (per 100 people),67.53028408,76.16377309,75.10697312,81.4766985,90.86900361,96.74251327,105.20539199999999,116.82882759999998,124.4935189,121.1829535,114.9619098,118.4758716,117.43932590000001,115.60182879999999,115.82442809999999,122.8506375,122.97400470000001,120.52168770000002
NLD,Individuals using the Internet (% of population),43.98435137,49.37306211,61.29,64.35,68.52,81.0,83.7,85.82,87.42,89.63,90.72,91.41999576,92.85999236,93.9564,91.666666,91.72413793,90.4109589,93.19727891
NLD,Fixed broadband subscriptions (per 100 people),1.632531275,2.9104550010000003,7.268405941,12.27088459,19.68419092,25.05016448,31.58229858,33.36149099,35.03586937,36.86189498,37.93701066,38.82419922,39.63286884,40.33326249,40.56400966,41.49775609,42.28445553,42.32699133
NCL,Mobile cellular subscriptions (per 100 people),23.46397584,31.2923885,36.18468664,43.15634638,50.87446425,57.70222532,65.55712987,73.43969283,80.59281501,84.71462696,87.95954381,89.26124159,89.43955087,91.83279939,91.56412314,96.72452813,,
NCL,Individuals using the Internet (% of population),13.93954882,18.23710978,22.38979742,26.40833447,30.29804621,32.35901475,33.51571468,35.05,34.51,33.99,42.0,50.0,58.0,66.0,70.0,74.00175279,,
NCL,Fixed broadband subscriptions (per 100 people),,0.060818282,0.316616008,0.741247678,2.248310272,4.125731673,6.5984308579999995,8.460036064,10.44153479,13.38692793,15.21528699,16.79396207,18.54612332,20.46668627,21.95881686,20.57705386,,
NZL,Mobile cellular subscriptions (per 100 people),39.95854884,58.54757489,61.79340665,64.61848367,74.18321268,85.36147441,90.83529368,100.42653809999999,107.98618619999999,108.7086751,107.7787912,109.09012720000001,110.1674828,105.5001996,111.6780169,121.3557518,124.44127479999999,136.00185980000003
NZL,Individuals using the Internet (% of population),47.37955654,53.24101529,59.08075328,60.96253987,61.84762781,62.72021237,69.0,69.76,72.03,79.7,80.46,81.23,81.64447018,82.78,85.5,88.22288882,88.47018635,
NZL,Fixed broadband subscriptions (per 100 people),0.12070487699999999,0.441844832,1.097596239,2.063614523,4.697902528999999,7.762332375,11.23290309,20.15094666,21.38596296,23.64610284,24.98820383,26.66144603,28.47075134,29.130982500000002,30.87568704,31.44197505,32.83747776,33.61795973
NIC,Mobile cellular subscriptions (per 100 people),1.796253518,3.2251923739999997,4.5873975730000005,8.905109238,13.91083456,20.80890029,33.58071825,45.3138893,55.55453868,59.02259228,69.05608723,83.05240176,99.56806987,114.5176544,117.52350390000001,119.43619199999999,125.944759,131.5604252
NIC,Individuals using the Internet (% of population),0.9802164870000001,1.448799428,1.714729584,1.8804125319999998,2.320664609,2.566351177,2.805573063,3.9,5.3,7.3,10.0,10.6,13.5,15.5,17.6,19.7042915,24.57183396,
NIC,Fixed broadband subscriptions (per 100 people),0.013925371,0.031446356,0.044839893,0.084012625,0.094186059,0.195823716,0.349380969,0.49890386,0.7724006370000001,1.388456284,1.277144261,1.465128051,1.723841046,2.214810015,1.8524951040000002,1.912320465,2.878472724,3.379513673
NER,Mobile cellular subscriptions (per 100 people),0.018109794,0.01805984,0.47141562,0.650753306,1.313482459,2.378046134,3.417759784,6.13566445,12.46100985,16.43489502,22.33483047,27.79361365,30.42889336,38.023220200000004,43.01392208,45.02696768,36.14282735,40.87508383
NER,Individuals using the Internet (% of population),0.036261294,0.105185431,0.127152469,0.155698704,0.189933734,0.22134135100000002,0.294033977,0.39039062,0.7,0.76,0.83,0.9,1.05,1.15,1.2486756890000001,2.476219975,4.32275803,10.22431156
NER,Fixed broadband subscriptions (per 100 people),,,,,0.000586577,0.001556712,0.002455409,0.0032859890000000004,0.0040516070000000005,0.006323545999999999,0.009132099,0.012388193,0.020691832,0.034732827,0.156432303,0.136643955,0.037280534,0.040274991
NGA,Mobile cellular subscriptions (per 100 people),0.024519417999999998,0.212381402,1.219468501,2.386460977,6.756012041,13.37776726,22.66410079,27.58942225,41.89530128,48.26244261,55.05028776,58.42891482,67.41160544,74.05377882,78.74868224,83.24795074,82.98428235,75.91962422
NGA,Individuals using the Internet (% of population),0.064080808,0.08990137,0.32046197600000004,0.558576245,1.2861376409999998,3.549155718,5.545036082999999,6.77,8.0,9.3,11.5,13.8,16.1,19.1,21.0,24.5,25.67,
NGA,Fixed broadband subscriptions (per 100 people),,,,,,0.000359869,,0.036603667,0.045079599000000005,0.053080855999999996,0.062497847999999995,,0.008535105999999999,0.008755782,0.008919843,0.007998598,0.058030652,0.038768626
MKD,Mobile cellular subscriptions (per 100 people),5.688368351,10.92962647,17.83108045,37.79050231,47.91334374,54.89595549,61.25798235,86.87821297,95.17035588,93.91631986,103.9930672,106.79604109999998,107.7830857,107.78089150000001,107.0731338,100.2055972,98.52431715,101.8551143
MKD,Individuals using the Internet (% of population),2.485566316,3.468184608,17.33,19.07,24.44,26.45,28.62,36.3,46.04,51.77,51.9,56.7,57.44994731,65.24,68.06,70.3802,72.15681447,
MKD,Fixed broadband subscriptions (per 100 people),,,,,,0.60360962,1.768416665,4.866087812,8.755631529,11.25048512,12.4951044,13.58653299,15.05624782,16.30677075,17.04427688,17.42988533,18.33220738,18.56400853
MNP,Mobile cellular subscriptions (per 100 people),4.34191102,19.02346227,24.92183296,27.61561508,31.18042124,,,,,,,,,,,,,
MNP,Individuals using the Internet (% of population),,,,,,,,,,,,,,,,,,
MNP,Fixed broadband subscriptions (per 100 people),,,,,,,,,,,,,,,,,,
NOR,Mobile cellular subscriptions (per 100 people),71.65452385,79.43587924,83.36964716,88.85634163,98.40233621,102.6355658,104.19094940000001,106.73783300000001,109.2173612,110.925095,114.60142890000002,115.72182040000001,115.67226459999999,112.1122467,111.6267284,109.905197,108.8310756,107.8386801
NOR,Individuals using the Internet (% of population),52.0,64.0,72.84,78.13,77.69,81.99,82.55,86.93,90.57,92.08,93.39,93.48998265,94.64997805,95.0534,96.3,96.8103,97.29820367,96.50851854
NOR,Fixed broadband subscriptions (per 100 people),0.517783946,1.957509653,4.516193179,8.725355603999999,14.60710615,21.40049875,26.63208555,30.87656113,33.06004579,34.55912147,35.27216603,36.09179814,37.06547098,37.63407504,38.4632175,39.36943396,40.14309872,40.22527686
OMN,Mobile cellular subscriptions (per 100 people),7.142885487999999,14.07538042,19.83476739,24.90299779,32.98004582,53.0896929,70.38444966,93.88747473,116.6847649,137.7260798,151.44479950000002,148.55884650000002,152.3270789,151.35268100000002,156.3818805,158.2608499,155.1780638,149.7738911
OMN,Individuals using the Internet (% of population),3.5204214169999997,5.893841521000001,6.873396039,7.255742945,6.75885217,6.68358142,8.299716672999999,16.68,20.0,26.8,35.8278,48.0,60.0,66.45,70.22,73.53,76.85,
OMN,Fixed broadband subscriptions (per 100 people),,,0.004155448,0.005701696,0.027323846000000002,0.527223487,0.776812618,0.757747031,1.176036077,1.426702306,1.925259579,2.4161422530000003,3.270869965,4.157100628999999,4.4702436930000005,5.553441703,6.433046568,7.526019884
PAK,Mobile cellular subscriptions (per 100 people),0.22125738600000003,0.524433943,1.174204876,1.6278568969999998,3.331276035,8.2978563,21.96554836,39.20385834,53.78713406,56.47546674,58.15298907,62.51685134,67.53425985,70.29633031,73.16883304,66.47972170000001,70.64521655,73.35732631
PAK,Individuals using the Internet (% of population),,1.318550779,2.5774267369999997,5.041158126,6.164320985,6.332329098,6.5,6.8,7.0,7.5,8.0,9.0,9.96,10.9,12.0,14.0,15.51455779,
PAK,Fixed broadband subscriptions (per 100 people),,,,,,0.009486084,0.01693954,0.028162017,0.102711606,0.23443878199999998,0.462878845,0.669578851,0.852563617,0.8959780690000001,1.0825785620000001,0.946876197,0.850297849,0.9286928059999999
PLW,Mobile cellular subscriptions (per 100 people),,,12.5574742,19.91878173,19.81417895,30.39786999,41.70497701,53.14674886,57.67747676,62.64870711,70.89399121,74.97936793,82.62356682,85.77915870000001,90.61344458,111.53231869999999,,
PLW,Individuals using the Internet (% of population),,,20.24393947,21.60152718,26.97033263,,,,,,,,,,,,,
PLW,Fixed broadband subscriptions (per 100 people),,,,,0.373661886,0.502361097,0.48470917399999996,0.50208789,0.548744315,0.6980631209999999,1.167562286,2.514685179,4.326042971000001,8.628107075,5.262159856,5.749718151000001,,
PAN,Mobile cellular subscriptions (per 100 people),13.54303649,15.37830406,16.69738812,21.57583229,38.53592905,52.5073826,64.10707257,87.16859396,111.34663229999998,169.4895352,182.430497,181.6565537,164.6876784,161.64380419999998,176.8984315,144.6603375,127.4570235,145.8463856
PAN,Individuals using the Internet (% of population),6.554796477000001,7.268399877999999,8.518077815,9.987424077,11.14086254,11.48400928,17.34956617,22.29,33.82,39.08,40.1,42.7,40.30189522,44.03,44.92,51.20542499,54.0,
PAN,Fixed broadband subscriptions (per 100 people),,0.251514394,0.388503349,0.46862526,0.512181985,0.527463883,3.3237369560000003,4.351227501,5.579495078,6.548080187,7.089658549,7.628361106,7.811922697999999,8.004924889,7.942267211,7.965436283,10.6573703,10.88365332
PNG,Mobile cellular subscriptions (per 100 people),0.153619149,0.18718886399999998,0.25587157,0.291146291,0.7840763890000001,1.187703186,1.54553008,4.52630553,12.87720524,20.40384043,26.85725677,33.01534058,36.45619416,39.51077755,43.3083176,44.95048817,46.77803599,
PNG,Individuals using the Internet (% of population),0.835249302,0.904103545,1.321656935,1.3744046680000002,1.5079127719999998,1.716190476,1.754487261,1.790559361,1.15,1.61,1.28,2.0,3.5,5.1,6.5,7.9,9.601538462,
PNG,Fixed broadband subscriptions (per 100 people),,,,,,,,,0.044009396,0.064095487,0.08581591,0.103172939,0.123808411,0.148823929,0.170195538,0.18939812399999997,0.21026615899999998,
PRY,Mobile cellular subscriptions (per 100 people),15.47909556,21.27020485,30.26203883,31.56848759,30.66493213,32.55977834,54.95417485,78.683136,95.76065752,91.69041213,95.34581764,103.7381333,106.4974098,109.0872352,111.4869645,111.6411078,111.36254280000001,109.645417
PRY,Individuals using the Internet (% of population),0.747630712,1.098793836,1.7949695980000002,2.1119420819999997,3.452438431,7.907007861,7.962073884,11.21,14.27,18.9,19.8,24.76351588,29.34,36.9,43.0,49.72,53.4,61.07575622
PRY,Fixed broadband subscriptions (per 100 people),0.002828748,0.005548749,0.009076698000000001,0.008915914,0.053473686,0.096626793,0.10199231800000001,0.144146343,0.211671115,1.263659591,1.441139655,1.9082481869999999,2.134305156,2.421625367,2.825221317,3.3266160769999997,3.714060382,4.08393585
PER,Mobile cellular subscriptions (per 100 people),4.91554292,6.8286021560000005,8.672239767999999,10.87820737,15.005789199999999,20.22192354,32.62976126,54.49191460000001,73.15078776,85.16923276,99.11996965,109.0773757,97.44391436,97.47292359,102.9273194,109.11230829999998,116.23764129999999,120.98491909999998
PER,Individuals using the Internet (% of population),3.076430611,7.578762957,8.96694917,11.6,14.1,17.1,20.7,25.2,30.57,31.4,34.77,36.01,38.2,39.2,40.2,40.9,45.46174069,48.72763146
PER,Fixed broadband subscriptions (per 100 people),0.004159772,,0.140597509,0.348611305,0.834555718,1.27713424,1.734883619,2.015422764,2.533215232,2.853862042,3.174624628,4.07179922,4.78393059,5.276539243999999,5.70508767,6.3724383,6.674553867999999,7.182285608
PHL,Mobile cellular subscriptions (per 100 people),8.275713751,15.26280666,18.90917206,27.10951497,38.89520684,40.312144399999994,48.820401600000004,64.22059996,75.05869742,81.96261716,88.71560124,98.85792556,105.2770519,104.40951609999999,111.21233149999999,115.84967759999998,116.23755030000001,110.39562579999999
PHL,Individuals using the Internet (% of population),1.982253196,2.52400566,4.3322757460000005,4.857672267,5.243628452,5.397636329,5.740586325,5.97,6.22,9.0,25.0,29.0,36.2351,48.09902359,49.6,53.7,55.5,
PHL,Fixed broadband subscriptions (per 100 people),,0.012552513999999999,0.025813729,0.066239559,0.105103429,0.142568633,0.301824113,0.55564073,1.152280464,1.867697444,,1.879763563,2.2160363519999997,2.612482777,2.8970378080000003,2.8510654810000005,2.889513729,3.239947468
POL,Mobile cellular subscriptions (per 100 people),17.5017208,25.96994004,36.11449054,45.26991017,60.15216507,76.02806072,95.83844839,107.98127350000001,114.6133733,116.9126784,122.51550890000001,130.8950481,141.15311409999998,148.717357,148.6047498,142.5242595,138.6595006,130.5414371
POL,Individuals using the Internet (% of population),7.2854287079999995,9.900669707,21.15,24.87,32.53,38.81,44.58,48.6,53.13,58.97,62.32,61.94999897,62.30999727,62.8492,66.6,67.997,73.3007,75.98536595
POL,Fixed broadband subscriptions (per 100 people),,0.031149409,0.316189865,0.509255928,2.281132135,2.463746915,7.592783878,10.88976831,11.644111599999999,14.60148462,15.28699879,18.19404411,17.97532004,18.35331704,18.89077029,18.987333300000003,19.17078118,18.47838992
PRT,Mobile cellular subscriptions (per 100 people),64.36384059999999,76.71216134,83.0168098,95.38092133,100.4068285,108.3438682,115.3442973,126.78515390000001,131.8912545,110.6416365,114.6264462,116.0867004,112.62300690000001,113.89973700000002,113.6036305,112.4415545,111.5744425,113.8883699
PRT,Individuals using the Internet (% of population),16.43046769,18.08713656,19.37,29.67,31.78,34.99,38.01,42.09,44.13,48.27,53.3,55.24999688,60.33999749,62.0956,64.59,68.6329,70.42356709,73.79121395
PRT,Fixed broadband subscriptions (per 100 people),0.24291372100000003,0.955024717,2.4952057069999998,4.787113478999999,7.963047672999999,11.03038571,13.43107152,14.365312900000001,15.35309614,17.93355093,19.96455984,21.1102714,22.59325687,24.34874028,27.29185512,30.15977485,32.54645583,34.60036714
PRI,Mobile cellular subscriptions (per 100 people),34.71443203,42.84739074,43.38566523,45.12651336,48.93409234,52.94166701,58.55602748,64.92241656,68.08702742,72.78526787,78.94082185,83.85177816,82.47827766,83.63723706,87.17936597,87.24088991,88.66581259,92.52745807
PRI,Individuals using the Internet (% of population),10.47464821,15.63003092,17.54764757,19.70702566,22.13073823,23.40005045,25.44241821,27.86,38.0,41.5,45.3,48.0,68.99998259999998,68.99999,,63.47,68.64,
PRI,Fixed broadband subscriptions (per 100 people),,0.063869984,0.598836468,1.434728147,2.28534946,3.140915478,4.000758433000001,4.864764991,11.41151479,12.88916631,14.838998000000002,15.05943916,15.50272395,16.30835387,16.58194128,18.02740976,18.71600748,18.02010357
QAT,Mobile cellular subscriptions (per 100 people),20.40566164,28.84309256,41.30709864,54.68234905,64.61484737,82.87590058,91.03220366,106.2685719,102.88942540000001,122.50405459999999,122.8564638,117.9385919,123.3053402,147.0958772,139.2265645,150.73182409999998,142.1345363,148.2946608
QAT,Individuals using the Internet (% of population),4.863679179,6.170268561,10.22612893,19.24233642,20.70164785,24.73349378,28.97411271,37.0,44.3,53.1,69.0,69.0,69.3,85.3,91.49,92.88482645,94.29111815,
QAT,Fixed broadband subscriptions (per 100 people),,,0.035312758,0.434368401,1.4383511999999998,2.96104701,4.629239238,7.369751848,7.6422507920000005,9.099938395,8.191771985,8.432195011000001,8.775588177000001,9.575187083,9.495880887,9.581715218,9.873048684,9.703430305
ROU,Mobile cellular subscriptions (per 100 people),11.29331862,17.49041297,23.38442812,32.39874933,47.31281741,62.31219628,75.27329464,96.97609981,117.525101,121.73855259999998,119.17605900000001,115.40944209999999,113.2304361,114.16070630000002,114.75643600000001,116.3175572,115.78473000000001,114.58737420000001
ROU,Individuals using the Internet (% of population),3.6137172910000004,4.538669028999999,6.58,8.9,15.0,21.5,24.66,28.3,32.42,36.6,39.93,40.00999678,45.87999425,49.7645,54.08,55.7632,59.50395129,63.74728218
ROU,Fixed broadband subscriptions (per 100 people),,0.027292409,0.072295741,0.902511533,0.48290587799999996,1.7595524390000001,5.130879317,9.280232454,12.0906289,13.64150809,14.67978993,16.17875789,17.5563692,18.88694457,20.10935808,21.44294043,22.49965277,24.28947444
RUS,Mobile cellular subscriptions (per 100 people),2.229014825,5.315301052,12.1276699,24.992365200000002,51.18013339,83.55487851,105.1290236,119.59471200000002,139.4449929,160.7698335,166.037583,142.22111909999998,145.07334880000002,152.02269009999998,153.74807619999999,157.9618048,159.154605,157.88753480000003
RUS,Individuals using the Internet (% of population),1.977230109,2.944367787,4.128271818,8.298860616,12.8593889,15.226673199999999,18.02327746,24.66,26.83,29.0,43.0,49.0,63.8,67.97,70.52,70.1,73.09143462,76.00813853
RUS,Fixed broadband subscriptions (per 100 people),,,0.007576025,0.237231195,0.46860484,1.10640585,2.0234026330000003,3.42297949,6.4857375589999995,9.015130849,10.96722017,12.30930832,14.58876649,16.53607524,17.35553063,18.68221273,19.11769882,21.4409617
RWA,Mobile cellular subscriptions (per 100 people),0.48593874,0.7803677720000001,0.9651947209999999,1.505930754,1.556636221,2.479810626,3.4127873760000003,6.722874712,13.62395937,24.3474332,34.632728799999995,42.27999221,52.746580200000004,60.45247824,68.28360712,75.32206096,74.86072592,72.23888424
RWA,Individuals using the Internet (% of population),0.06283146,0.24067241,0.29278471899999997,0.356918467,0.43085424299999997,0.556041165,,2.115387178,4.5,7.7,8.0,7.0,8.023854277,9.0,10.6,18.0,20.0,
RWA,Fixed broadband subscriptions (per 100 people),,,,,0.013018179,0.013123163,0.018508502,0.026917452999999997,0.011536676000000001,0.022190047,0.038470389,0.082207509,0.050960005,0.02513296,0.025710958,0.18164928600000002,0.182261258,0.178401654
WSM,Mobile cellular subscriptions (per 100 people),1.431762213,1.423965916,1.529034669,5.910098952,8.94949687,13.33859467,25.12507317,47.17860944,,,48.33382562,,53.01542332,52.36347814,55.39757658,62.19943332,77.39039078,63.23101201
WSM,Individuals using the Internet (% of population),0.5663925329999999,1.689902831,2.244832676,2.799630449,3.07552941,3.352592112,4.469173873,4.749983235,5.031615316,6.0,7.0,11.0,12.92249,15.3,21.2,25.40700977,29.41173011,
WSM,Fixed broadband subscriptions (per 100 people),,,,,0.017898993999999998,0.036125361,0.054115542,0.071316503,0.08718110800000001,0.108209884,0.10740850099999999,,0.572956859,0.648993222,1.051016694,1.0755629420000001,1.1115951309999998,0.861331704
SMR,Mobile cellular subscriptions (per 100 people),52.895907799999996,57.10683668,59.59603144,59.31073208,59.18727915,58.65253078,58.72222597,58.37808987,80.39932786,97.48071477,98.31886853,112.57300659999999,112.8031585,113.8593939,115.13611170000001,111.11650490000001,110.14064990000001,113.7724551
SMR,Individuals using the Internet (% of population),48.79949531,50.34166909,50.83483994,50.00345304,50.56634304,50.25956420000001,50.20865936,50.36482211,54.52,54.21,,49.6,,,,,,
SMR,Fixed broadband subscriptions (per 100 people),,,,2.105706465,3.727568766,4.172366621,4.9976362530000005,5.334089468999999,16.14444335,17.72613352,19.26068788,20.75292026,31.02713543,31.67198093,35.82692838,35.31856796,36.14131253,37.425149700000006
STP,Mobile cellular subscriptions (per 100 people),0.0,0.0,1.366563369,3.2479173969999997,5.0964341410000005,7.680395811,11.56356698,18.45420935,30.28583753,47.32016884,58.7780931,64.33892617,66.80117448,67.00473148,67.18392187,94.58867928,89.06357861,84.9843633
STP,Individuals using the Internet (% of population),4.638516816,6.310917888,7.5806651689999995,10.16184431,13.32285269,13.75948422,14.18201978,14.5904832,15.48,16.41,18.75,20.1612,21.5724,23.0,24.41,25.82,28.0,
STP,Fixed broadband subscriptions (per 100 people),,,,,,,0.078454509,0.18884004399999998,0.20609539100000002,0.259347942,0.334714148,0.41219239399999996,0.425394638,0.522868828,0.575115284,0.671940599,0.712820769,0.723839727
SAU,Mobile cellular subscriptions (per 100 people),6.626181497999999,11.86954763,22.86083534,32.08941133,39.50151729,59.2503514,80.15200074,112.46380520000001,138.77768469999998,168.27398480000002,188.0149645,191.2315382,182.21601280000002,177.3415571,171.347033,167.3030551,148.50968469999998,122.0799835
SAU,Individuals using the Internet (% of population),2.210691809,4.681053166,6.38470502,8.001582891,10.234533,12.70503599,19.45955435,30.0,36.0,38.0,41.0,47.5,54.0,60.5,64.71365737,69.6162358,74.88,80.07575862
SAU,Fixed broadband subscriptions (per 100 people),,0.065716617,0.15877618400000001,0.20385322600000003,0.295752401,0.283606548,0.887677305,2.467535085,4.040350383,5.392488912,6.240859842000001,6.910743033999999,8.733135607000001,9.750382675,9.852371542,11.29689049,10.18619061,7.585997455
SEN,Mobile cellular subscriptions (per 100 people),2.5318664859999997,2.97805604,5.323231695,7.332243775,10.23475476,15.37698958,25.80846384,30.578907399999995,44.15889863,54.98795028,64.59870756,70.31750459,83.70587892,93.01327449,98.85617537,99.88304062,98.53922503,99.41831103
SEN,Individuals using the Internet (% of population),0.40396748600000004,0.983794059,1.006454537,2.10143643,4.38602398,4.786684083,5.6117386520000005,6.89,7.12,7.5,8.0,9.8,10.8,13.1,17.7,21.69026413,25.66476804,
SEN,Fixed broadband subscriptions (per 100 people),,,0.011541945,0.022331574,0.069962022,0.160230858,0.250295,0.321150604,0.388054465,0.467854261,0.608900632,0.697042533,0.6973467309999999,0.7558823029999999,0.710581681,0.671770317,0.638174561,0.705305999
SRB,Mobile cellular subscriptions (per 100 people),,,,,51.08504837,73.72001754,89.37585492,114.29611070000001,130.6946168,135.32330880000004,136.01503780000002,141.1479229,127.5665101,129.29784850000001,132.2186428,130.3473823,130.2350029,124.0639088
SRB,Individuals using the Internet (% of population),,,,,23.5,26.3,27.2,33.15,35.6,38.1,40.9,42.2,48.1,53.45036418,62.07508046,65.31702539999999,67.05684137,70.33083553
SRB,Fixed broadband subscriptions (per 100 people),,,,,,0.447963596,1.6375541740000001,4.404501237,6.211928785,8.062683457,11.79567705,13.45223168,14.85329472,16.49670062,16.85212458,18.79585407,20.77812091,21.21161482
SYC,Mobile cellular subscriptions (per 100 people),31.99097978,44.42816137,53.12281035,57.302991500000005,62.14736409,66.26476156,78.45280451,85.59719099,103.0765499,121.5677659,128.6439473,137.85090490000002,147.8896895,147.458632,162.2836554,158.140428,161.1591035,176.5751502
SYC,Individuals using the Internet (% of population),7.395629183,11.01510293,14.30417083,14.59250432,24.27213922,25.41326815,34.95197117,38.38,40.44,,41.0,43.16400446,47.076,50.4,51.25470199,54.25961786,56.51470815,
SYC,Fixed broadband subscriptions (per 100 people),,,,,0.39893009,1.068241233,2.7604590730000003,3.8690311360000003,3.767946541,5.002526529,7.431759751,10.24892741,11.46123422,13.37896836,12.6825659,14.31588829,14.89472344,16.06658433
SLE,Mobile cellular subscriptions (per 100 people),0.261595597,0.567507191,1.3515650719999999,2.177381154,,,,12.900186300000001,16.36235413,18.38276077,30.96588798,32.3215298,32.66281935,57.78610732,67.19439391,78.16747904,84.89871136,
SLE,Individuals using the Internet (% of population),0.118254246,0.160264445,0.176198957,0.190173282,0.20300768100000002,0.21539161,0.227669467,0.23983469899999998,0.25,0.26,0.58,0.9,2.5,4.0,6.057298984,6.344421603,11.77318438,
SLE,Fixed broadband subscriptions (per 100 people),,,,,,,,,,,,,,,,,,
SGP,Mobile cellular subscriptions (per 100 people),70.19489213,74.44052037,80.19446128,84.17866964,91.31953026,97.62990415,103.83137020000001,125.1783402,132.23368100000002,138.652201,145.53080930000002,150.5848995,153.0575656,157.4026593,148.7388273,148.73912019999997,150.4805285,148.24016909999997
SGP,Individuals using the Internet (% of population),36.0,41.67042518,47.0,53.83794329,62.0,61.0,59.0,69.9,69.0,69.0,71.0,71.0,72.0,80.90205685,79.02923586,79.012957,84.45,84.44953878
SGP,Fixed broadband subscriptions (per 100 people),1.7629204180000002,3.757360134,6.535618637000001,9.815745906,12.47585834,14.61130847,17.08406143,19.56670938,22.08154878,24.84131565,26.37630137,27.20624758,27.18291438,27.85759015,27.05410196,26.84967758,25.98686873,25.75652794
SXM,Mobile cellular subscriptions (per 100 people),,,,,,,,,,,,,195.941138,,,,,
SXM,Individuals using the Internet (% of population),,,,,,,,,,,,,,,,,,
SXM,Fixed broadband subscriptions (per 100 people),,,,,,,,,,,,,,,,,,
SVK,Mobile cellular subscriptions (per 100 people),23.03551389,39.76534471,54.13517837,68.12688268,79.17822269,84.09714977,90.63989696,112.406383,102.24467920000001,101.7960572,109.63526409999999,110.59571559999999,112.5048412,114.43803190000001,117.3988895,122.7277574,128.39129509999998,130.6570231
SVK,Individuals using the Internet (% of population),9.426803201,12.52832185,40.14,43.04,52.89,55.19,56.08,61.8,66.05,70.0,75.71,74.43999717,76.70999012,77.8826,79.98,77.6347,80.4759,81.62566752
SVK,Fixed broadband subscriptions (per 100 people),,,0.075608955,0.415953226,1.4587495430000001,3.362460532,5.64254305,10.12654664,11.20029873,14.35097808,16.22696693,17.61783651,19.29991674,20.44301243,21.92620767,23.4185977,24.54973331,25.7863098
SVN,Mobile cellular subscriptions (per 100 people),61.13158719,73.93495809999999,83.85375383,87.43974881,92.82962494,88.12546931,90.80647632,95.77226962,101.4996508,103.1939783,103.75431259999999,105.60582360000001,108.77358170000001,110.52475679999999,112.3399385,113.45380829999999,114.8178753,117.4615476
SVN,Individuals using the Internet (% of population),15.11025956,30.17591047,27.83888542,31.85479301,40.81,46.81,54.01,56.74,58.0,64.0,70.0,67.33999481,68.34997453,72.6756,71.59,73.0987,75.49850426,78.88542636
SVN,Fixed broadband subscriptions (per 100 people),,0.2766114,2.853494305,2.915687305,5.778209628,9.850817595,13.964230800000001,17.1179699,21.00696554,22.06075982,23.00676521,24.07535467,24.72036847,25.39161587,26.84000975,27.18571729,28.36136375,28.93403578
SLB,Mobile cellular subscriptions (per 100 people),0.27895659100000003,0.228145135,0.229516935,0.237259076,0.654558784,1.27690818,1.454025782,2.2112224609999998,5.946752776,9.688439172999999,21.88370375,50.93863391,54.78332134,57.33763019,65.45497512,72.29361921,69.49596192,76.11619009
SLB,Individuals using the Internet (% of population),0.481296806,0.468551964,0.5019198429999999,0.555609882,0.649672673,0.8443075729999999,1.6463479890000001,2.0,3.0,4.0,5.0,6.0,6.9974,8.0,9.0,10.00046498,11.00090227,
SLB,Fixed broadband subscriptions (per 100 people),,,,,0.043637252,0.095768113,0.13501668,0.202864446,0.297337639,0.387537567,0.477841566,0.450321897,0.38656032,0.33433124,0.231970586,0.241709533,0.273431439,0.190727628
SOM,Mobile cellular subscriptions (per 100 people),0.887756605,0.9148812759999999,1.045569363,2.033264822,4.942553687,4.803108572,5.131402626,5.435473859,5.51486304,5.474893641,5.377814713999999,14.51059979,18.01974588,39.46742506,40.70117016,41.96107183,46.46627922,
SOM,Individuals using the Internet (% of population),0.02,0.079039179,0.11561421300000001,0.37619800299999995,1.0534547440000002,1.077327839,1.100216368,1.122235622,1.142687372,1.1606105420000001,,1.25,1.3767,1.5,1.63,1.76,1.88,
SOM,Fixed broadband subscriptions (per 100 people),,,,,,,,,,,,,0.313386885,0.456887035,0.5180148929999999,0.589583257,0.642548021,
ZAF,Mobile cellular subscriptions (per 100 people),18.23596605,23.25535972,29.13696592,35.38394635,43.19196922,69.56073407,80.34505387,84.79132144,89.26423242,91.10310923,97.64917918,122.45636129999998,129.04963419999999,142.9589002,145.3636865,159.15634350000002,147.12520590000003,161.9937978
